rank,slug,canonical_name,downloads,installs,stars,source,category,publisher,publisher_verified,certified_name,upstream_url,created_at,updated_at,version,description,description_zh
228,bid-opportunity-ai-search-assistant,@org-mbvufw6y/bid-opportunity-ai-search-assistant,2495,0,0,enterprise,business-ops,精英量界,true,精英量界（武汉）工程管理有限公司,,2026-08-19,2026-08-25,1.0.0,招投标商机 AI 搜索助手。用于从用户自然语言中识别产品品类、目标客户、地区、公告阶段、预算金额、发布时间、排除词和拟在建线索，自动搜索招标公告、采购意向、中标结果、合同公告与拟在建项目，帮助销售、投标、市场和渠道团队发现可跟进商机。基于世舶科技全国全行业招投标数据 API，覆盖年度更新6600万+招投标数据、实时日更新30万+招投标商机、政府采购网招投标数据、全国招投标数据覆盖率高达99.99%,招投标商机 AI 搜索助手。用于从用户自然语言中识别产品品类、目标客户、地区、公告阶段、预算金额、发布时间、排除词和拟在建线索，自动搜索招标公告、采购意向、中标结果、合同公告与拟在建项目，帮助销售、投标、市场和渠道团队发现可跟进商机。基于世舶科技全国全行业招投标数据 API，覆盖年度更新6600万+招投标数据、实时日更新30万+招投标商机、政府采购网招投标数据、全国招投标数据覆盖率高达99.99%
229,bid-natural-language-search-assistant,@org-mbvufw6y/bid-natural-language-search-assistant,2441,0,0,enterprise,business-ops,精英量界,true,精英量界（武汉）工程管理有限公司,,2026-08-19,2026-08-26,1.0.0,招投标自然语言搜索助手。用于把如“近三个月广东学校空调采购中标”“查某公司参与的弱电项目”“找北京医院信息化招标”等自然语言问题自动改写为可执行搜索条件，再调用世舶科技招投标数据 API 检索招标、中标、合同、拟在建、附件和原始公告链接。适合招投标数据API接入、政府采购网招投标数据检索、全国全行业招投标数据查询、AI搜索条件生成、78个高级字段（含清单、型号、价格）提取和商机分析。,招投标自然语言搜索助手。用于把如“近三个月广东学校空调采购中标”“查某公司参与的弱电项目”“找北京医院信息化招标”等自然语言问题自动改写为可执行搜索条件，再调用世舶科技招投标数据 API 检索招标、中标、合同、拟在建、附件和原始公告链接。适合招投标数据API接入、政府采购网招投标数据检索、全国全行业招投标数据查询、AI搜索条件生成、78个高级字段（含清单、型号、价格）提取和商机分析。
230,dknowc-official-doc-writer-team,@dknowc/dknowc-official-doc-writer-team,2404,0,1,enterprise,office-efficiency,彩智科技,true,北京彩智科技有限公司,,2026-07-20,2026-08-26,3.4.4,深知公文写作，是由北京彩智科技有限公司旗下“深知可信智能”提供的正式材料写作助手，准确、规范地完成企事业单位与政府机关等场景下的文档编写、审查和规范排版需求，所有依据或参考材料，都全程可溯源到权威部门发布的规范性文件。本技能用于公文写作、正式文书起草、汇报材料整理、讲话稿撰写、工作总结方案报告生成，也支持对用户上传的 Word 文稿进行格式审查、内容核查、重新排版和内容优化，帮助用户把零散想法、会,深知公文写作，是由北京彩智科技有限公司旗下“深知可信智能”提供的正式材料写作助手，准确、规范地完成企事业单位与政府机关等场景下的文档编写、审查和规范排版需求，所有依据或参考材料，都全程可溯源到权威部门发布的规范性文件。本技能用于公文写作、正式文书起草、汇报材料整理、讲话稿撰写、工作总结方案报告生成，也支持对用户上传的 Word 文稿进行格式审查、内容核查、重新排版和内容优化，帮助用户把零散想法、会
231,ad-technical-analysis,@org-rwhv0nty/ad-technical-analysis,2363,0,2,enterprise,data-analysis,中国银河证券,true,中国银河证券股份有限公司,,2026-06-02,2026-08-26,1.0.8,"中国银河证券星耀数智A股技术指标计算工具。当用户需要计算A股股票的技术指标时使用此技能。支持56个技术指标的计算，涵盖超买超卖、趋势、能量、成交量、均线、路径、其他共7大类。包括MACD、KDJ、RSI、布林线、均线系统、DMI、TRIX、SAR等。本技能仅提供技术指标的数值计算结果，不包含任何买卖信号或投资建议。即使用户没有明确提到""技术指标""，只要涉及A股技术指标计算、KDJ、RSI、MACD","中国银河证券星耀数智A股技术指标计算工具。当用户需要计算A股股票的技术指标时使用此技能。支持56个技术指标的计算，涵盖超买超卖、趋势、能量、成交量、均线、路径、其他共7大类。包括MACD、KDJ、RSI、布林线、均线系统、DMI、TRIX、SAR等。本技能仅提供技术指标的数值计算结果，不包含任何买卖信号或投资建议。即使用户没有明确提到""技术指标""，只要涉及A股技术指标计算、KDJ、RSI、MACD"
232,wechatide-skill,@tencent-adm/wechatide-skill,2318,0,27,enterprise,dev-programming,微信小程序团队,true,腾讯科技（深圳）有限公司,,2026-07-13,2026-08-26,0.3.2,微信开发者工具为开发者的编程 Agent 开放一套可操作、可调试、可验证的小程序开发 Skills。,微信开发者工具为开发者的编程 Agent 开放一套可操作、可调试、可验证的小程序开发 Skills。
233,tencentcloud-tts,@tencent-adm/tencentcloud-tts,2301,241,3,enterprise,design-media,腾讯云语音团队,true,腾讯科技（深圳）有限公司,,2026-03-09,2026-08-26,1.0.0,腾讯云语音合成(TTS)服务技能包。当用户需要将文本转换为语音文件时使用此技能，支持多种音频格式输出和灵活的配置选项。当用户提到语音合成、文本转语音、TTS服务、音频文件生成时，都应该考虑使用此技能。,腾讯云语音合成(TTS)服务技能包。当用户需要将文本转换为语音文件时使用此技能，支持多种音频格式输出和灵活的配置选项。当用户提到语音合成、文本转语音、TTS服务、音频文件生成时，都应该考虑使用此技能。
234,markdown-converter,@zcwl/markdown-converter,2271,0,0,enterprise,office-efficiency,智创未来,true,成都智创未来教育管理合伙企业（有限合伙）,,2026-08-14,2026-08-26,1.0.0,"用markitdown把文件转Markdown,免安装","用markitdown把文件转Markdown,免安装"
235,wechat-moments-poster-maker,@beatra-ai/wechat-moments-poster-maker,2265,0,4,enterprise,design-media,beatra,true,乐萱同行科技（深圳）有限公司,,2026-08-09,2026-08-26,0.1.1,使用 AI 将活动主题、促销信息、产品图、品牌素材或参考图制作成朋友圈海报、微信朋友圈海报、朋友圈宣传图和朋友圈配图。打造适合朋友圈分享的方图或竖版营销海报，突出活动、产品、优惠或品牌信息，覆盖新品发布、活动邀请、促销、招聘、节日问候、社群通知和客户运营；已选海报还可继续精修并保持品牌视觉方向。,使用 AI 将活动主题、促销信息、产品图、品牌素材或参考图制作成朋友圈海报、微信朋友圈海报、朋友圈宣传图和朋友圈配图。打造适合朋友圈分享的方图或竖版营销海报，突出活动、产品、优惠或品牌信息，覆盖新品发布、活动邀请、促销、招聘、节日问候、社群通知和客户运营；已选海报还可继续精修并保持品牌视觉方向。
236,douyin-search-v2,@redfox-data/douyin-search-v2,2249,1,0,enterprise,data-analysis,红狐数据,false,,,2026-06-05,2026-08-26,1.0.4,抖音作品查询工具。根据关键词搜索抖音热门爆款作品，支持按日期范围筛选，结果以结构化表格展示。当用户查找抖音热门内容、搜索抖音爆款视频、查询抖音作品数据时使用。触发词：抖音作品查询、抖音爆款、抖音热门、抖音热榜、抖音搜索、爆款视频、热门视频。,抖音作品查询工具。根据关键词搜索抖音热门爆款作品，支持按日期范围筛选，结果以结构化表格展示。当用户查找抖音热门内容、搜索抖音爆款视频、查询抖音作品数据时使用。触发词：抖音作品查询、抖音爆款、抖音热门、抖音热榜、抖音搜索、爆款视频、热门视频。
237,ad-fundamental-analysis,@org-rwhv0nty/ad-fundamental-analysis,2213,0,2,enterprise,professional,中国银河证券,true,中国银河证券股份有限公司,,2026-06-02,2026-08-26,1.0.8,"中国银河证券星耀数智A股基本面指标分析技能。当用户需要进行A股基本面分析、财务指标计算、盈利能力/成长性/估值/安全性等指标分析时使用此技能。支持90个基本面指标的计算，涵盖盈利能力、成长指标、营运效率、盈余质量、安全性、公司治理、估值、股东、规模共9大类。即使用户没有明确提到""基本面指标""，只要涉及A股财务分析、指标计算、ROE/PE/PB等指标分析，都应该使用此技能。","中国银河证券星耀数智A股基本面指标分析技能。当用户需要进行A股基本面分析、财务指标计算、盈利能力/成长性/估值/安全性等指标分析时使用此技能。支持90个基本面指标的计算，涵盖盈利能力、成长指标、营运效率、盈余质量、安全性、公司治理、估值、股东、规模共9大类。即使用户没有明确提到""基本面指标""，只要涉及A股财务分析、指标计算、ROE/PE/PB等指标分析，都应该使用此技能。"
238,nano-banana-pro,@infimind/nano-banana-pro,2178,0,3,enterprise,design-media,极睿科技-AI专家,true,北京极睿科技有限责任公司,,2026-08-13,2026-08-26,1.0.0,基于 Nano Banana Pro 图片生成与编辑 的 AI 图片生成与编辑器，覆盖 Nano Banana Pro、NanoBanana Pro、NanoBananaPro、香蕉 Pro、Gemini 图片 的裸接口图片能力。当用户需要 Nano Banana Pro、NanoBanana Pro、NanoBananaPro、香蕉 Pro、Gemini 图片、文生图、图生图、图片编辑、电商图、,基于 Nano Banana Pro 图片生成与编辑 的 AI 图片生成与编辑器，覆盖 Nano Banana Pro、NanoBanana Pro、NanoBananaPro、香蕉 Pro、Gemini 图片 的裸接口图片能力。当用户需要 Nano Banana Pro、NanoBanana Pro、NanoBananaPro、香蕉 Pro、Gemini 图片、文生图、图生图、图片编辑、电商图、
239,patent-review,@org-aqs3srg8/patent-review,2117,0,7,enterprise,professional,深圳市点铁深科技有限公司,true,深圳市点铁深科技有限公司,,2026-06-16,2026-08-26,1.0.2,"专利申请文件核稿技能。对用户提供的专利申请文件（权利要求书、说明书、摘要）进行全面三阶段核查，输出结构化核稿意见通知书。This skill should be used when the user asks to review, check, or audit a patent application document (专利核稿、专利审查、权利要求核查、说明书核查、专利文件质检).","专利申请文件核稿技能。对用户提供的专利申请文件（权利要求书、说明书、摘要）进行全面三阶段核查，输出结构化核稿意见通知书。This skill should be used when the user asks to review, check, or audit a patent application document (专利核稿、专利审查、权利要求核查、说明书核查、专利文件质检)."
240,mermaid-diagram,@zcwl/mermaid-diagram,2019,0,0,enterprise,dev-programming,智创未来,true,成都智创未来教育管理合伙企业（有限合伙）,,2026-08-14,2026-08-26,1.0.3,"生成有效Mermaid图,流程/时序/思维导图/ER图。Generate valid Mermaid diagrams like flowcharts,","生成有效Mermaid图,流程/时序/思维导图/ER图。Generate valid Mermaid diagrams like flowcharts,"
241,ai-photo-cleanup-studio,@beatra-ai/ai-photo-cleanup-studio,1965,0,4,enterprise,design-media,beatra,true,乐萱同行科技（深圳）有限公司,,2026-08-10,2026-08-26,0.1.2,指出要去掉的东西，还你一张没有它的照片。这个 AI 图片消除工具能去掉旅游照背后的路人、人像边上入镜的陌生人、街景里的垃圾桶和路障、产品图里多出来的手和反光，以及房间里的杂物，空出来的地方按画面周围补上，接得住原来的地面、墙面和天空。修哪块你说了算，你在意的人和主体不会被一起去掉；整个修图过程就用手上这张照片，做完先看再发。,指出要去掉的东西，还你一张没有它的照片。这个 AI 图片消除工具能去掉旅游照背后的路人、人像边上入镜的陌生人、街景里的垃圾桶和路障、产品图里多出来的手和反光，以及房间里的杂物，空出来的地方按画面周围补上，接得住原来的地面、墙面和天空。修哪块你说了算，你在意的人和主体不会被一起去掉；整个修图过程就用手上这张照片，做完先看再发。
